Remote,country,country_raw,FCS,FCS_group,LCS_Cat,LCS_crisem,FES,FES_band,Income4,HHSize,HHH_Sex,HHH_Age,HHH_Education,asset_index,earners
F2F,Poor,1,7,Severely Food Insecure,Emergencies coping strategies,FALSE,0.6486486196517944,Marginally Food Secure,Moderately Food Insecure,5,1,55,NA,3,6
F2F,Poor,1,7,Severely Food Insecure,Emergencies coping strategies,FALSE,0.6801720857620239,Moderately Food Insecure,Moderately Food Insecure,15,1,58,NA,2,5
F2F,Borderline,2,7,Severely Food Insecure,Emergencies coping strategies,FALSE,0.5934270620346069,Marginally Food Secure,Moderately Food Insecure,3,1,48,NA,3,4
F2F,Borderline,2,7,Severely Food Insecure,Stress coping strategies,FALSE,0.6100795865058899,Marginally Food Secure,Moderately Food Insecure,8,1,37,NA,4,2
F2F,Poor,1,7,Severely Food Insecure,Emergencies coping strategies,FALSE,0.6467294096946716,Marginally Food Secure,Moderately Food Insecure,9,1,42,NA,2,2
F2F,Poor,1,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.5440058708190918,Marginally Food Secure,Moderately Food Insecure,3,1,57,NA,4,3
F2F,Borderline,2,7,Moderately Food Insecure,Stress coping strategies,FALSE,0.7804287075996399,Severely Food Insecure,Marginally Food Secure,6,1,51,NA,4,3
F2F,Poor,1,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.7714086771011353,Severely Food Insecure,Moderately Food Insecure,3,1,70,NA,2,1
F2F,Borderline,2,7,Moderately Food Insecure,Emergencies coping strategies,FALSE,0.6745613217353821,Moderately Food Insecure,Moderately Food Insecure,11,1,34,NA,4,3
F2F,Poor,1,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.6769787073135376,Moderately Food Insecure,Moderately Food Insecure,6,1,80,NA,2,0
F2F,Borderline,2,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.6822594404220581,Moderately Food Insecure,Moderately Food Insecure,9,0,31,1,2,2
F2F,Borderline,2,7,Moderately Food Insecure,Not adopting coping strategies,FALSE,0.6405428647994995,Marginally Food Secure,Marginally Food Secure,1,1,44,NA,4,2
F2F,Borderline,2,6,Moderately Food Insecure,Not adopting coping strategies,FALSE,0.41123396158218384,Food Secure,Marginally Food Secure,7,1,46,2,3,3
F2F,Acceptable,3,7,Moderately Food Insecure,Not adopting coping strategies,FALSE,0.5425678491592407,Marginally Food Secure,Moderately Food Insecure,4,1,53,1,1,3
F2F,Borderline,2,6,Severely Food Insecure,Stress coping strategies,FALSE,0.37782055139541626,Food Secure,Moderately Food Insecure,13,1,27,2,3,2
F2F,Poor,1,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.4041915833950043,Food Secure,Moderately Food Insecure,25,1,79,2,1,0
F2F,Borderline,2,6,Moderately Food Insecure,Not adopting coping strategies,FALSE,0.7310647964477539,Moderately Food Insecure,Marginally Food Secure,7,1,35,NA,2,2
F2F,Acceptable,3,7,Food Secure,Emergencies coping strategies,FALSE,0.7039843201637268,Moderately Food Insecure,Marginally Food Secure,8,1,69,NA,3,2
F2F,Poor,1,7,Severely Food Insecure,Stress coping strategies,FALSE,0.7364975810050964,Moderately Food Insecure,Moderately Food Insecure,6,1,57,NA,1,2
F2F,Borderline,2,5,Severely Food Insecure,Stress coping strategies,FALSE,0.8004034161567688,Severely Food Insecure,Moderately Food Insecure,7,0,45,NA,1,1
F2F,Poor,1,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.5947136878967285,Marginally Food Secure,Moderately Food Insecure,5,1,46,NA,1,2
F2F,Poor,1,7,Severely Food Insecure,Stress coping strategies,FALSE,0.2174077183008194,Food Secure,Moderately Food Insecure,6,1,26,2,3,2
F2F,Poor,1,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.7639825344085693,Severely Food Insecure,Moderately Food Insecure,7,1,20,NA,2,2
F2F,Poor,1,7,Severely Food Insecure,Stress coping strategies,FALSE,0.8841778635978699,Severely Food Insecure,Moderately Food Insecure,9,1,58,0,1,2
F2F,Poor,1,7,Severely Food Insecure,Crisis coping strategies,FALSE,0.5974490642547607,Marginally Food Secure,Moderately Food Insecure,2,1,55,NA,1,2
F2F,Borderline,2,5,Moderately Food Insecure,Not adopting coping strategies,FALSE,0.7441253066062927,Moderately Food Insecure,Marginally Food Secure,6,1,44,NA,2,2
F2F,Poor,1,7,Severely Food Insecure,Stress coping strategies,FALSE,0.440205454826355,Food Secure,Moderately Food Insecure,15,1,30,1,3,4
F2F,Borderline,2,4,Severely Food Insecure,Not adopting coping strategies,FALSE,0.6839771866798401,Moderately Food Insecure,Moderately Food Insecure,6,1,65,NA,1,1
F2F,Borderline,2,7,Moderately Food Insecure,Stress coping strategies,FALSE,0.4663410484790802,Food Secure,Moderately Food Insecure,3,1,45,NA,3,4
F2F,Acceptable,3,7,Food Secure,Stress coping strategies,FALSE,0.7054455280303955,Moderately Food Insecure,Marginally Food Secure,5,1,38,NA,3,3
F2F,Poor,1,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.7828255295753479,Severely Food Insecure,Moderately Food Insecure,5,0,35,NA,1,1
F2F,Poor,1,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.5028409361839294,Marginally Food Secure,Moderately Food Insecure,4,1,55,NA,1,2
F2F,Borderline,2,5,Severely Food Insecure,Stress coping strategies,FALSE,0.5240505933761597,Marginally Food Secure,Moderately Food Insecure,7,1,56,NA,4,7
F2F,Borderline,2,7,Moderately Food Insecure,Stress coping strategies,FALSE,0.6154760718345642,Marginally Food Secure,Moderately Food Insecure,6,1,45,NA,4,2
F2F,Poor,1,7,Severely Food Insecure,Stress coping strategies,FALSE,0.7104514837265015,Moderately Food Insecure,Moderately Food Insecure,6,0,35,NA,1,3
F2F,Acceptable,3,7,Moderately Food Insecure,Not adopting coping strategies,FALSE,0.35360831022262573,Food Secure,Marginally Food Secure,4,1,35,3,4,2
F2F,Borderline,2,7,Severely Food Insecure,Stress coping strategies,FALSE,0.5376523733139038,Marginally Food Secure,Moderately Food Insecure,4,0,49,NA,3,3
F2F,Acceptable,3,6,Food Secure,Not adopting coping strategies,FALSE,0.4956960082054138,Food Secure,Food Secure,5,1,35,NA,4,2
F2F,Borderline,2,5,Severely Food Insecure,Stress coping strategies,FALSE,0.27210885286331177,Food Secure,Moderately Food Insecure,5,1,25,2,2,2
F2F,Poor,1,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.33559322357177734,Food Secure,Moderately Food Insecure,4,1,52,NA,3,4
F2F,Borderline,2,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.6447083950042725,Marginally Food Secure,Moderately Food Insecure,6,1,65,NA,2,4
F2F,Borderline,2,7,Severely Food Insecure,Stress coping strategies,FALSE,0.8067107796669006,Severely Food Insecure,Moderately Food Insecure,3,1,48,NA,2,2
F2F,Borderline,2,7,Severely Food Insecure,Emergencies coping strategies,FALSE,0.7609123587608337,Severely Food Insecure,Moderately Food Insecure,4,1,42,NA,3,2
F2F,Borderline,2,6,Severely Food Insecure,Stress coping strategies,FALSE,0.6669266819953918,Moderately Food Insecure,Moderately Food Insecure,15,1,23,0,3,3
F2F,Poor,1,7,Severely Food Insecure,Emergencies coping strategies,FALSE,0.9331406950950623,Severely Food Insecure,Severely Food Insecure,1,0,38,NA,1,2
F2F,Poor,1,5,Severely Food Insecure,Stress coping strategies,FALSE,0.7864291071891785,Severely Food Insecure,Moderately Food Insecure,7,1,35,0,1,3
F2F,Poor,1,7,Severely Food Insecure,Emergencies coping strategies,FALSE,0.7680041193962097,Severely Food Insecure,Moderately Food Insecure,13,0,71,NA,2,1
F2F,Borderline,2,7,Moderately Food Insecure,Not adopting coping strategies,FALSE,0.8180292248725891,Severely Food Insecure,Marginally Food Secure,4,1,40,NA,2,3
F2F,Borderline,2,7,Severely Food Insecure,Emergencies coping strategies,FALSE,0.5760875940322876,Marginally Food Secure,Severely Food Insecure,6,1,23,NA,3,3
F2F,Poor,1,7,Severely Food Insecure,Emergencies coping strategies,FALSE,0.6956145763397217,Moderately Food Insecure,Moderately Food Insecure,5,1,42,NA,2,3
F2F,Borderline,2,7,Severely Food Insecure,Emergencies coping strategies,FALSE,0.5928269028663635,Marginally Food Secure,Severely Food Insecure,6,1,37,1,3,2
F2F,Poor,1,7,Severely Food Insecure,Emergencies coping strategies,FALSE,0.8186581134796143,Severely Food Insecure,Moderately Food Insecure,15,1,25,2,2,2
F2F,Borderline,2,7,Severely Food Insecure,Emergencies coping strategies,FALSE,0.8694983720779419,Severely Food Insecure,Moderately Food Insecure,8,1,54,2,3,2
F2F,Borderline,2,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.6726099252700806,Moderately Food Insecure,Moderately Food Insecure,17,1,42,NA,3,3
F2F,Borderline,2,7,Moderately Food Insecure,Not adopting coping strategies,FALSE,0.7434223890304565,Moderately Food Insecure,Marginally Food Secure,10,1,54,NA,3,3
F2F,Borderline,2,7,Severely Food Insecure,Stress coping strategies,FALSE,0.8380864262580872,Severely Food Insecure,Moderately Food Insecure,4,1,32,NA,2,3
F2F,Poor,1,7,Severely Food Insecure,Emergencies coping strategies,FALSE,0.9293793439865112,Severely Food Insecure,Severely Food Insecure,9,0,51,NA,1,2
F2F,Borderline,2,7,Severely Food Insecure,Emergencies coping strategies,FALSE,0.7675747275352478,Severely Food Insecure,Severely Food Insecure,10,1,43,1,2,2
F2F,Borderline,2,5,Severely Food Insecure,Stress coping strategies,FALSE,0.7463144659996033,Moderately Food Insecure,Moderately Food Insecure,15,1,31,NA,2,2
F2F,Poor,1,5,Severely Food Insecure,Emergencies coping strategies,FALSE,0.7537688612937927,Severely Food Insecure,Severely Food Insecure,6,1,74,1,3,3
F2F,Acceptable,3,4,Moderately Food Insecure,Emergencies coping strategies,FALSE,0.5488739013671875,Marginally Food Secure,Moderately Food Insecure,5,1,23,1,3,2
F2F,Borderline,2,5,Severely Food Insecure,Stress coping strategies,FALSE,0.65829998254776,Moderately Food Insecure,Moderately Food Insecure,3,1,62,0,2,3
F2F,Poor,1,5,Severely Food Insecure,Stress coping strategies,FALSE,0.7835051417350769,Severely Food Insecure,Moderately Food Insecure,9,1,22,NA,1,2
F2F,Borderline,2,7,Severely Food Insecure,Emergencies coping strategies,FALSE,0.5804371237754822,Marginally Food Secure,Moderately Food Insecure,5,1,25,2,3,2
F2F,Borderline,2,7,Severely Food Insecure,Emergencies coping strategies,FALSE,0.595393180847168,Marginally Food Secure,Moderately Food Insecure,7,1,42,NA,4,2
F2F,Borderline,2,7,Severely Food Insecure,Stress coping strategies,FALSE,0.7958698272705078,Severely Food Insecure,Moderately Food Insecure,5,1,30,2,3,4
F2F,Borderline,2,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.6338837742805481,Marginally Food Secure,Moderately Food Insecure,3,1,84,NA,3,2
F2F,Poor,1,7,Severely Food Insecure,Stress coping strategies,FALSE,0.4568527638912201,Food Secure,Moderately Food Insecure,2,1,52,NA,4,4
F2F,Poor,1,7,Severely Food Insecure,Emergencies coping strategies,FALSE,0.7814326286315918,Severely Food Insecure,Severely Food Insecure,10,0,30,NA,1,1
F2F,Poor,1,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.5787234306335449,Marginally Food Secure,Moderately Food Insecure,8,1,72,NA,4,2
F2F,Poor,1,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.6476842164993286,Marginally Food Secure,Moderately Food Insecure,3,1,37,NA,4,4
F2F,Poor,1,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.6402785181999207,Marginally Food Secure,Moderately Food Insecure,6,1,52,NA,4,2
F2F,Poor,1,7,Severely Food Insecure,Emergencies coping strategies,FALSE,0.7287291288375854,Moderately Food Insecure,Moderately Food Insecure,6,NA,NA,NA,2,4
F2F,Poor,1,7,Severely Food Insecure,Crisis coping strategies,FALSE,0.6300315260887146,Marginally Food Secure,Moderately Food Insecure,8,1,27,2,2,3
F2F,Poor,1,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.681340217590332,Moderately Food Insecure,Moderately Food Insecure,7,1,48,NA,2,2
F2F,Poor,1,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.9386304616928101,Severely Food Insecure,Moderately Food Insecure,3,1,24,1,4,3
F2F,Poor,1,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.32774946093559265,Food Secure,Moderately Food Insecure,3,NA,NA,NA,1,2
F2F,Poor,1,7,Severely Food Insecure,Crisis coping strategies,FALSE,0.7139548063278198,Moderately Food Insecure,Moderately Food Insecure,7,1,64,NA,2,6
F2F,Poor,1,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.802056610584259,Severely Food Insecure,Moderately Food Insecure,12,1,34,NA,2,3
F2F,Poor,1,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.42075738310813904,Food Secure,Moderately Food Insecure,5,1,54,NA,3,7
F2F,Poor,1,7,Severely Food Insecure,Crisis coping strategies,FALSE,0.6633906364440918,Moderately Food Insecure,Moderately Food Insecure,3,1,50,NA,2,4
F2F,Poor,1,7,Severely Food Insecure,Crisis coping strategies,FALSE,0.8162871599197388,Severely Food Insecure,Moderately Food Insecure,5,1,52,NA,4,3
F2F,Poor,1,7,Severely Food Insecure,Emergencies coping strategies,FALSE,0.8747125267982483,Severely Food Insecure,Moderately Food Insecure,7,1,48,2,3,4
F2F,Poor,1,7,Severely Food Insecure,Stress coping strategies,FALSE,0.9676806926727295,Severely Food Insecure,Moderately Food Insecure,11,0,55,NA,1,2
F2F,Borderline,2,7,Severely Food Insecure,Emergencies coping strategies,FALSE,0.7236367464065552,Moderately Food Insecure,Moderately Food Insecure,15,1,52,NA,3,3
F2F,Poor,1,7,Severely Food Insecure,Emergencies coping strategies,FALSE,1,Severely Food Insecure,Severely Food Insecure,6,1,62,NA,2,3
F2F,Poor,1,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.6441549062728882,Marginally Food Secure,Moderately Food Insecure,1,1,50,NA,4,3
F2F,Poor,1,7,Severely Food Insecure,Emergencies coping strategies,FALSE,0.7610993385314941,Severely Food Insecure,Moderately Food Insecure,2,1,47,NA,2,3
F2F,Poor,1,7,Severely Food Insecure,Stress coping strategies,FALSE,0.9364161491394043,Severely Food Insecure,Moderately Food Insecure,3,1,27,2,1,5
F2F,Borderline,2,7,Moderately Food Insecure,Not adopting coping strategies,FALSE,0.7220525145530701,Moderately Food Insecure,Marginally Food Secure,4,1,52,NA,3,5
F2F,Poor,1,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.5328310132026672,Marginally Food Secure,Moderately Food Insecure,5,1,41,NA,1,2
F2F,Poor,1,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.700276255607605,Moderately Food Insecure,Moderately Food Insecure,2,1,42,NA,1,2
F2F,Poor,1,5,Severely Food Insecure,Emergencies coping strategies,FALSE,0.4734551012516022,Food Secure,Severely Food Insecure,8,1,43,NA,4,4
F2F,Acceptable,3,7,Food Secure,Stress coping strategies,FALSE,0.5054348111152649,Marginally Food Secure,Food Secure,5,1,35,NA,4,6
F2F,Poor,1,7,Severely Food Insecure,Emergencies coping strategies,FALSE,0.8347933292388916,Severely Food Insecure,Severely Food Insecure,2,1,48,NA,3,3
F2F,Poor,1,7,Severely Food Insecure,Emergencies coping strategies,FALSE,0.9343603849411011,Severely Food Insecure,Moderately Food Insecure,3,1,47,NA,1,2
F2F,Acceptable,3,7,Moderately Food Insecure,Not adopting coping strategies,FALSE,0.5751533508300781,Marginally Food Secure,Marginally Food Secure,5,1,37,1,2,2
F2F,Borderline,2,7,Severely Food Insecure,Stress coping strategies,FALSE,0.452791303396225,Food Secure,Moderately Food Insecure,10,NA,NA,NA,3,3
F2F,Borderline,2,7,Moderately Food Insecure,Not adopting coping strategies,FALSE,0.8097469210624695,Severely Food Insecure,Marginally Food Secure,5,1,85,NA,3,2
F2F,Poor,1,5,Severely Food Insecure,Stress coping strategies,FALSE,0.6448289752006531,Marginally Food Secure,Moderately Food Insecure,19,1,56,NA,3,4
F2F,Poor,1,7,Severely Food Insecure,Stress coping strategies,FALSE,0.4636632800102234,Food Secure,Moderately Food Insecure,9,1,55,1,4,5
F2F,Borderline,2,4,Severely Food Insecure,Emergencies coping strategies,FALSE,0.6099104881286621,Marginally Food Secure,Moderately Food Insecure,10,1,37,1,4,2
F2F,Borderline,2,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.3075539469718933,Food Secure,Moderately Food Insecure,17,1,30,NA,1,2
F2F,Borderline,2,4,Moderately Food Insecure,Not adopting coping strategies,FALSE,0.8712083697319031,Severely Food Insecure,Marginally Food Secure,2,1,66,1,4,2
F2F,Acceptable,3,7,Food Secure,Not adopting coping strategies,FALSE,0.6988862752914429,Moderately Food Insecure,Food Secure,6,1,31,1,4,2
F2F,Acceptable,3,0,Moderately Food Insecure,Not adopting coping strategies,FALSE,0.8259376287460327,Severely Food Insecure,Marginally Food Secure,6,1,69,NA,3,3
F2F,Poor,1,6,Severely Food Insecure,Stress coping strategies,FALSE,0.615470826625824,Marginally Food Secure,Moderately Food Insecure,4,1,24,1,3,2
F2F,Poor,1,5,Severely Food Insecure,Stress coping strategies,FALSE,0.8836565017700195,Severely Food Insecure,Moderately Food Insecure,7,1,77,NA,2,2
F2F,Acceptable,3,7,Moderately Food Insecure,Not adopting coping strategies,FALSE,0.48357459902763367,Food Secure,Marginally Food Secure,4,1,50,NA,4,3
F2F,Poor,1,7,Severely Food Insecure,Stress coping strategies,FALSE,0.7368469834327698,Moderately Food Insecure,Moderately Food Insecure,4,1,67,1,4,7
F2F,Borderline,2,7,Severely Food Insecure,Stress coping strategies,FALSE,0.6652745604515076,Moderately Food Insecure,Moderately Food Insecure,5,1,25,1,3,2
F2F,Borderline,2,7,Severely Food Insecure,Emergencies coping strategies,FALSE,0.7231638431549072,Moderately Food Insecure,Moderately Food Insecure,2,1,28,4,4,2
F2F,Acceptable,3,7,Food Secure,Not adopting coping strategies,FALSE,0.734277606010437,Moderately Food Insecure,Food Secure,12,0,39,1,NA,1
F2F,Poor,1,6,Severely Food Insecure,Stress coping strategies,FALSE,0.40920713543891907,Food Secure,Moderately Food Insecure,5,0,29,2,3,2
F2F,Poor,1,7,Severely Food Insecure,Stress coping strategies,FALSE,0.5520703196525574,Marginally Food Secure,Moderately Food Insecure,8,0,70,NA,1,0
F2F,Borderline,2,7,Severely Food Insecure,Stress coping strategies,FALSE,0.8256880640983582,Severely Food Insecure,Moderately Food Insecure,9,1,68,NA,1,1
F2F,Borderline,2,7,Severely Food Insecure,Stress coping strategies,FALSE,0.5693517923355103,Marginally Food Secure,Moderately Food Insecure,4,1,66,NA,4,3
F2F,Acceptable,3,7,Marginally Food Secure,Stress coping strategies,FALSE,0.7508799433708191,Severely Food Insecure,Marginally Food Secure,3,1,66,1,3,1
F2F,Poor,1,7,Severely Food Insecure,Emergencies coping strategies,FALSE,0.7394728064537048,Moderately Food Insecure,Severely Food Insecure,2,1,62,NA,1,3
F2F,Poor,1,4,Severely Food Insecure,Stress coping strategies,FALSE,0.6418872475624084,Marginally Food Secure,Moderately Food Insecure,4,1,42,1,4,3
F2F,Borderline,2,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.5245043039321899,Marginally Food Secure,Moderately Food Insecure,6,1,50,2,3,3
F2F,Borderline,2,7,Moderately Food Insecure,Not adopting coping strategies,FALSE,0.659824013710022,Moderately Food Insecure,Marginally Food Secure,6,1,48,1,NA,3
F2F,Poor,1,7,Severely Food Insecure,Not adopting coping strategies,FALSE,0.723067581653595,Moderately Food Insecure,Moderately Food Insecure,18,1,50,NA,1,4
F2F,Borderline,2,7,Moderately Food Insecure,Not adopting coping strategies,FALSE,0.6152677536010742,Marginally Food Secure,Marginally Food Secure,2,1,62,1,1,1
F2F,Borderline,2,7,Severely Food Insecure,Emergencies coping strategies,FALSE,0.3969420790672302,Food Secure,Severely Food Insecure,7,1,53,NA,2,2
F2F,Borderline,2,7,Severely Food Insecure,Emergencies coping strategies,FALSE,0.8306082487106323,Severely Food Insecure,Severely Food Insecure,2,0,52,NA,2,2
F2F,Acceptable,3,7,Moderately Food Insecure,Emergencies coping strategies,FALSE,0.8645139932632446,Severely Food Insecure,Moderately Food Insecure,3,1,52,NA,1,2
